IdPedido|IdCliente|IdEmpleado|FechaPedido|FechaEntrega|FechaEnvio|FormaEnvio|Cargo|Destinatario|DireccionDestinatario|CiudadDestinatario|RegionDestinatario|CodPostalDestinatario|PaisDestinatario
10993|FOLKO|7|1996-05-01|1996-05-29|1996-05-10|3|9|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10994|VAFFE|2|1996-05-02|1996-05-16|1996-05-09|3|66|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10995|PERIC|1|1996-05-02|1996-05-30|1996-05-06|3|46|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|México
10996|QUICK|4|1996-05-02|1996-05-30|1996-05-10|2|1|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10997|LILAS|8|1996-05-03|1996-06-14|1996-05-13|2|74|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10998|WOLZA|8|1996-05-03|1996-05-17|1996-05-17|2|20|Wolski Zajazd|ul. Filtrowa 68|Warszawa||01-012|Polonia
10999|OTTIK|6|1996-05-03|1996-05-31|1996-05-10|2|96|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
11000|RATTC|2|1996-05-06|1996-06-03|1996-05-14|3|55|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
11001|FOLKO|2|1996-05-06|1996-06-03|1996-05-14|2|197|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
11002|SAVEA|4|1996-05-06|1996-06-03|1996-05-16|1|141|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
11003|THECR|3|1996-05-06|1996-06-03|1996-05-08|3|15|The Cracker Box|55 Grizzly Peak Rd.|Butte|MT|59801|Estados Unidos
11004|MAISD|3|1996-05-07|1996-06-04|1996-05-20|1|45|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
11005|WILMK|2|1996-05-07|1996-06-04|1996-05-10|1|1|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
11006|GREAL|3|1996-05-07|1996-06-04|1996-05-15|2|25|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
11007|PRINI|8|1996-05-08|1996-06-05|1996-05-13|2|202|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal
11008|ERNSH|7|1996-05-08|1996-06-05||3|79|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
11009|GODOS|2|1996-05-08|1996-06-05|1996-05-10|1|59|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
11010|REGGC|2|1996-05-09|1996-06-06|1996-05-21|2|29|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
11011|ALFKI|3|1996-05-09|1996-06-06|1996-05-13|1|1|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
11012|FRANK|1|1996-05-09|1996-05-23|1996-05-17|3|243|Frankenversand|Berliner Platz 43|München||80805|Alemania
11013|ROMEY|2|1996-05-09|1996-06-06|1996-05-10|1|33|Romero y tomillo|Gran Vía. 1|Madrid||28001|España
11014|LINOD|2|1996-05-10|1996-06-07|1996-05-15|3|24|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
11015|SANTG|2|1996-05-10|1996-05-24|1996-05-20|2|5|Santé Gourmet|Erling Skakkes gate 78|Stavern||4110|Noruega
11016|AROUT|9|1996-05-10|1996-06-07|1996-05-13|2|34|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
11017|ERNSH|9|1996-05-13|1996-06-10|1996-05-20|2|754|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
11018|LONEP|4|1996-05-13|1996-06-10|1996-05-16|2|12|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
11019|RANCH|6|1996-05-13|1996-06-10||3|3|Rancho grande|Av. del Libertador 900|Buenos Aires||1010|Argentina
11020|OTTIK|2|1996-05-14|1996-06-11|1996-05-16|2|43|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
11021|QUICK|3|1996-05-14|1996-06-11|1996-05-21|1|297|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
11022|HANAR|9|1996-05-14|1996-06-11|1996-06-03|2|6|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
11023|BSBEV|1|1996-05-14|1996-05-28|1996-05-24|2|124|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
11024|EASTC|4|1996-05-15|1996-06-12|1996-05-20|1|74|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
11025|WARTH|6|1996-05-15|1996-06-12|1996-05-24|3|29|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
11026|FRANS|4|1996-05-15|1996-06-12|1996-05-28|1|47|Franchi S.p.A.|Via Monte Bianco 34|Torino||10100|Italia
11027|BOTTM|1|1996-05-16|1996-06-13|1996-05-20|1|53|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
11028|KOENE|2|1996-05-16|1996-06-13|1996-05-22|1|30|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
11029|CHOPS|4|1996-05-16|1996-06-13|1996-05-27|1|48|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
11030|SAVEA|7|1996-05-17|1996-06-14|1996-05-27|2|831|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
11031|SAVEA|6|1996-05-17|1996-06-14|1996-05-24|2|227|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
11032|WHITC|2|1996-05-17|1996-06-14|1996-05-23|3|606|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
11033|RICSU|7|1996-05-17|1996-06-14|1996-05-23|3|85|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
11034|OLDWO|8|1996-05-20|1996-07-01|1996-05-27|1|40|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
11035|SUPRD|2|1996-05-20|1996-06-17|1996-05-24|2|0|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
11036|DRACD|8|1996-05-20|1996-06-17|1996-05-22|3|149|Drachenblut Delikatessen|Walserweg 21|Aachen||52066|Alemania
11037|GODOS|7|1996-05-21|1996-06-18|1996-05-27|1|3|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
11038|SUPRD|1|1996-05-21|1996-06-18|1996-05-30|2|30|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
11039|LINOD|1|1996-05-21|1996-06-18||2|65|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
11040|GREAL|4|1996-05-22|1996-06-19||3|19|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
11041|CHOPS|3|1996-05-22|1996-06-19|1996-05-28|2|48|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
11042|COMMI|2|1996-05-22|1996-06-05|1996-05-31|1|30|Comércio Mineiro|Av. dos Lusíadas. 23|São Paulo|SP|05432-043|Brasil
11043|SPECD|5|1996-05-22|1996-06-19|1996-05-29|2|9|Spécialités du monde|25. rue Lauriston|Paris||75016|Francia
11044|WOLZA|4|1996-05-23|1996-06-20|1996-05-31|1|9|Wolski Zajazd|ul. Filtrowa 68|Warszawa||01-012|Polonia
11045|BOTTM|6|1996-05-23|1996-06-20||2|71|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
11046|WANDK|8|1996-05-23|1996-06-20|1996-05-24|2|72|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
11047|EASTC|7|1996-05-24|1996-06-21|1996-05-31|3|47|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
11048|BOTTM|7|1996-05-24|1996-06-21|1996-05-30|3|24|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
11049|GOURL|3|1996-05-24|1996-06-21|1996-06-03|1|8|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
11050|FOLKO|8|1996-05-27|1996-06-24|1996-06-04|2|59|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
11051|LAMAI|7|1996-05-27|1996-06-24||3|3|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
11052|HANAR|3|1996-05-27|1996-06-24|1996-05-31|1|67|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
11053|PICCO|2|1996-05-27|1996-06-24|1996-05-29|2|53|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
11054|CACTU|8|1996-05-28|1996-06-25||1|0|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
11055|HILAA|7|1996-05-28|1996-06-25|1996-06-04|2|121|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
11056|EASTC|8|1996-05-28|1996-06-11|1996-05-31|2|279|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
11057|NORTS|3|1996-05-29|1996-06-26|1996-05-31|3|4|North/South|South House300 Queensbridge|London||SW7 1RZ|Reino Unido
11058|BLAUS|9|1996-05-29|1996-06-26||3|31|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
11059|RICAR|2|1996-05-29|1996-07-10||2|86|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
11060|FRANS|2|1996-05-30|1996-06-27|1996-06-03|2|11|Franchi S.p.A.|Via Monte Bianco 34|Torino||10100|Italia
11061|GREAL|4|1996-05-30|1996-07-11||3|14|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
11062|REGGC|4|1996-05-30|1996-06-27||2|30|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
11063|HUNGO|3|1996-05-30|1996-06-27|1996-06-05|2|82|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
11064|SAVEA|1|1996-05-31|1996-06-28|1996-06-03|1|30|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
11065|LILAS|8|1996-05-31|1996-06-28||1|13|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
11066|WHITC|7|1996-05-31|1996-06-28|1996-06-03|2|45|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
11067|DRACD|1|1996-06-03|1996-06-17|1996-06-05|2|8|Drachenblut Delikatessen|Walserweg 21|Aachen||52066|Alemania
11068|QUEEN|8|1996-06-03|1996-07-01||2|82|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
11069|TORTU|1|1996-06-03|1996-07-01|1996-06-05|2|16|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
11070|LEHMS|2|1996-06-04|1996-07-02||1|136|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
11071|LILAS|1|1996-06-04|1996-07-02||1|1|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
11072|ERNSH|4|1996-06-04|1996-07-02||2|259|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
11073|PERIC|2|1996-06-04|1996-07-02||2|25|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|México
11074|SIMOB|7|1996-06-05|1996-07-03||2|18|Simons bistro|Vinbæltet 34|København||1734|Dinamarca
11075|RICSU|8|1996-06-05|1996-07-03||2|6|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
11076|BONAP|4|1996-06-05|1996-07-03||2|38|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
11077|RATTC|1|1996-06-05|1996-07-03||2|9|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
